Дата;Дата с разбивкой по 30 минут;Прибыль на момент времени;Точка продаж
10.05.2022;2022-05-10 23:00:00.000;1 078;Точка продаж 24
10.05.2022;2022-05-10 23:30:00.000;504;Точка продаж 24
10.05.2022;2022-05-10 00:00:00.000;4 470;Точка продаж 25
10.05.2022;2022-05-10 00:30:00.000;1 825;Точка продаж 25
10.05.2022;2022-05-10 01:00:00.000;1 990;Точка продаж 25
10.05.2022;2022-05-10 01:30:00.000;875;Точка продаж 25
10.05.2022;2022-05-10 02:00:00.000;240;Точка продаж 25
10.05.2022;2022-05-10 03:00:00.000;460;Точка продаж 25
10.05.2022;2022-05-10 04:00:00.000;735;Точка продаж 25
10.05.2022;2022-05-10 04:30:00.000;1 522,5;Точка продаж 25
10.05.2022;2022-05-10 05:00:00.000;1 785;Точка продаж 25
10.05.2022;2022-05-10 05:30:00.000;885;Точка продаж 25
10.05.2022;2022-05-10 06:00:00.000;3 305;Точка продаж 25
10.05.2022;2022-05-10 06:30:00.000;1 395;Точка продаж 25
10.05.2022;2022-05-10 07:00:00.000;2 595;Точка продаж 25
10.05.2022;2022-05-10 07:30:00.000;1 875;Точка продаж 25
10.05.2022;2022-05-10 08:00:00.000;2 143,5;Точка продаж 25
10.05.2022;2022-05-10 08:30:00.000;1 470;Точка продаж 25
10.05.2022;2022-05-10 09:00:00.000;1 154;Точка продаж 25
10.05.2022;2022-05-10 09:30:00.000;660;Точка продаж 25
10.05.2022;2022-05-10 10:00:00.000;900;Точка продаж 25
10.05.2022;2022-05-10 10:30:00.000;2 990;Точка продаж 25
10.05.2022;2022-05-10 11:00:00.000;480;Точка продаж 25
10.05.2022;2022-05-10 11:30:00.000;2 270;Точка продаж 25
10.05.2022;2022-05-10 12:00:00.000;2 550;Точка продаж 25
10.05.2022;2022-05-10 12:30:00.000;380;Точка продаж 25
10.05.2022;2022-05-10 13:00:00.000;1 895;Точка продаж 25
10.05.2022;2022-05-10 13:30:00.000;1 632,5;Точка продаж 25
10.05.2022;2022-05-10 14:00:00.000;2 420;Точка продаж 25
10.05.2022;2022-05-10 14:30:00.000;5 453;Точка продаж 25
10.05.2022;2022-05-10 15:00:00.000;4 395;Точка продаж 25
10.05.2022;2022-05-10 15:30:00.000;15 797,5;Точка продаж 25
10.05.2022;2022-05-10 16:00:00.000;9 702,5;Точка продаж 25
10.05.2022;2022-05-10 16:30:00.000;5 375;Точка продаж 25
10.05.2022;2022-05-10 17:00:00.000;325;Точка продаж 25
10.05.2022;2022-05-10 17:30:00.000;4 135;Точка продаж 25
10.05.2022;2022-05-10 18:00:00.000;1 585;Точка продаж 25
10.05.2022;2022-05-10 18:30:00.000;7 770;Точка продаж 25
10.05.2022;2022-05-10 19:00:00.000;8 395;Точка продаж 25
10.05.2022;2022-05-10 19:30:00.000;9 450;Точка продаж 25
10.05.2022;2022-05-10 20:00:00.000;6 555;Точка продаж 25
10.05.2022;2022-05-10 20:30:00.000;2 707,5;Точка продаж 25
10.05.2022;2022-05-10 21:00:00.000;5 640;Точка продаж 25
10.05.2022;2022-05-10 21:30:00.000;5 140;Точка продаж 25
10.05.2022;2022-05-10 22:00:00.000;3 190;Точка продаж 25
10.05.2022;2022-05-10 22:30:00.000;2 195;Точка продаж 25
10.05.2022;2022-05-10 23:00:00.000;1 765;Точка продаж 25
10.05.2022;2022-05-10 23:30:00.000;1 997,5;Точка продаж 25
10.05.2022;2022-05-10 06:00:00.000;600;Точка продаж 26
10.05.2022;2022-05-10 06:30:00.000;500;Точка продаж 26
10.05.2022;2022-05-10 11:00:00.000;7 620;Точка продаж 26
10.05.2022;2022-05-10 13:00:00.000;6 125;Точка продаж 26
10.05.2022;2022-05-10 13:30:00.000;4 340;Точка продаж 26
10.05.2022;2022-05-10 17:30:00.000;4 060;Точка продаж 26
10.05.2022;2022-05-10 22:00:00.000;6 175;Точка продаж 26
10.05.2022;2022-05-10 22:30:00.000;1 000;Точка продаж 26
10.05.2022;2022-05-10 01:30:00.000;335;Точка продаж 27
10.05.2022;2022-05-10 02:30:00.000;480;Точка продаж 27
10.05.2022;2022-05-10 05:00:00.000;740;Точка продаж 27
10.05.2022;2022-05-10 05:30:00.000;1 230;Точка продаж 27
10.05.2022;2022-05-10 06:00:00.000;247,5;Точка продаж 27
10.05.2022;2022-05-10 06:30:00.000;232,5;Точка продаж 27
10.05.2022;2022-05-10 07:00:00.000;877,5;Точка продаж 27
10.05.2022;2022-05-10 07:30:00.000;1 666;Точка продаж 27
10.05.2022;2022-05-10 08:00:00.000;1 367,5;Точка продаж 27
10.05.2022;2022-05-10 08:30:00.000;800;Точка продаж 27
10.05.2022;2022-05-10 09:00:00.000;147,5;Точка продаж 27
10.05.2022;2022-05-10 09:30:00.000;3 387,5;Точка продаж 27
10.05.2022;2022-05-10 10:00:00.000;1 377,5;Точка продаж 27
10.05.2022;2022-05-10 10:30:00.000;192,5;Точка продаж 27
10.05.2022;2022-05-10 11:00:00.000;935;Точка продаж 27
10.05.2022;2022-05-10 12:00:00.000;905;Точка продаж 27
10.05.2022;2022-05-10 13:00:00.000;882,5;Точка продаж 27
10.05.2022;2022-05-10 13:30:00.000;2 600,5;Точка продаж 27
10.05.2022;2022-05-10 14:00:00.000;1 025;Точка продаж 27
10.05.2022;2022-05-10 14:30:00.000;1 275;Точка продаж 27
10.05.2022;2022-05-10 15:00:00.000;1 682,5;Точка продаж 27
10.05.2022;2022-05-10 15:30:00.000;672,5;Точка продаж 27
10.05.2022;2022-05-10 16:00:00.000;1 230;Точка продаж 27
10.05.2022;2022-05-10 16:30:00.000;1 713;Точка продаж 27
10.05.2022;2022-05-10 17:00:00.000;495;Точка продаж 27
10.05.2022;2022-05-10 17:30:00.000;307,5;Точка продаж 27
10.05.2022;2022-05-10 18:30:00.000;405;Точка продаж 27
10.05.2022;2022-05-10 19:00:00.000;2 735;Точка продаж 27
10.05.2022;2022-05-10 19:30:00.000;1 705;Точка продаж 27
10.05.2022;2022-05-10 20:00:00.000;1 585;Точка продаж 27
10.05.2022;2022-05-10 20:30:00.000;425;Точка продаж 27
10.05.2022;2022-05-10 21:00:00.000;307,5;Точка продаж 27
10.05.2022;2022-05-10 22:00:00.000;897,5;Точка продаж 27
10.05.2022;2022-05-10 23:00:00.000;225;Точка продаж 27
10.05.2022;2022-05-10 23:30:00.000;232,5;Точка продаж 27
10.05.2022;2022-05-10 00:00:00.000;4 331;Точка продаж 28
10.05.2022;2022-05-10 00:30:00.000;5 552,5;Точка продаж 28
10.05.2022;2022-05-10 01:00:00.000;2 116,5;Точка продаж 28
10.05.2022;2022-05-10 01:30:00.000;1 339,5;Точка продаж 28
10.05.2022;2022-05-10 02:00:00.000;752;Точка продаж 28
10.05.2022;2022-05-10 04:30:00.000;1 625;Точка продаж 28
10.05.2022;2022-05-10 05:00:00.000;250;Точка продаж 28
10.05.2022;2022-05-10 05:30:00.000;890;Точка продаж 28
10.05.2022;2022-05-10 06:00:00.000;1 714,5;Точка продаж 28
10.05.2022;2022-05-10 06:30:00.000;5 620,5;Точка продаж 28
10.05.2022;2022-05-10 07:00:00.000;5 110,5;Точка продаж 28
10.05.2022;2022-05-10 07:30:00.000;4 803,5;Точка продаж 28
10.05.2022;2022-05-10 08:00:00.000;5 840;Точка продаж 28
10.05.2022;2022-05-10 08:30:00.000;2 575;Точка продаж 28
10.05.2022;2022-05-10 09:00:00.000;3 208,5;Точка продаж 28
10.05.2022;2022-05-10 09:30:00.000;1 763,5;Точка продаж 28
10.05.2022;2022-05-10 10:00:00.000;3 063;Точка продаж 28
10.05.2022;2022-05-10 10:30:00.000;6 348;Точка продаж 28
10.05.2022;2022-05-10 11:00:00.000;7 359,5;Точка продаж 28
10.05.2022;2022-05-10 11:30:00.000;960;Точка продаж 28
10.05.2022;2022-05-10 12:00:00.000;785;Точка продаж 28
10.05.2022;2022-05-10 12:30:00.000;3 613;Точка продаж 28
10.05.2022;2022-05-10 13:00:00.000;4 734;Точка продаж 28
10.05.2022;2022-05-10 13:30:00.000;6 619;Точка продаж 28
10.05.2022;2022-05-10 14:00:00.000;10 633,5;Точка продаж 28
10.05.2022;2022-05-10 14:30:00.000;5 535;Точка продаж 28
10.05.2022;2022-05-10 15:00:00.000;8 160;Точка продаж 28
10.05.2022;2022-05-10 15:30:00.000;7 163,5;Точка продаж 28
10.05.2022;2022-05-10 16:00:00.000;7 027,5;Точка продаж 28
10.05.2022;2022-05-10 16:30:00.000;7 313,5;Точка продаж 28
10.05.2022;2022-05-10 17:00:00.000;6 988,5;Точка продаж 28
10.05.2022;2022-05-10 17:30:00.000;5 152;Точка продаж 28
10.05.2022;2022-05-10 18:00:00.000;5 629,5;Точка продаж 28
10.05.2022;2022-05-10 18:30:00.000;8 309,5;Точка продаж 28
10.05.2022;2022-05-10 19:00:00.000;4 326,5;Точка продаж 28
10.05.2022;2022-05-10 19:30:00.000;4 525,5;Точка продаж 28
10.05.2022;2022-05-10 20:00:00.000;4 535,5;Точка продаж 28
10.05.2022;2022-05-10 20:30:00.000;4 588,5;Точка продаж 28
10.05.2022;2022-05-10 21:00:00.000;3 895;Точка продаж 28
10.05.2022;2022-05-10 21:30:00.000;6 203,5;Точка продаж 28
10.05.2022;2022-05-10 22:00:00.000;6 529;Точка продаж 28
10.05.2022;2022-05-10 22:30:00.000;6 176,5;Точка продаж 28
10.05.2022;2022-05-10 23:00:00.000;3 209;Точка продаж 28
10.05.2022;2022-05-10 23:30:00.000;1 985;Точка продаж 28
10.05.2022;2022-05-10 08:30:00.000;277,5;Точка продаж 29
10.05.2022;2022-05-10 09:30:00.000;120;Точка продаж 29
10.05.2022;2022-05-10 10:30:00.000;275;Точка продаж 29
10.05.2022;2022-05-10 11:30:00.000;950;Точка продаж 29
10.05.2022;2022-05-10 12:00:00.000;590;Точка продаж 29
10.05.2022;2022-05-10 13:00:00.000;670;Точка продаж 29
10.05.2022;2022-05-10 14:30:00.000;40;Точка продаж 29
10.05.2022;2022-05-10 17:00:00.000;340;Точка продаж 29
10.05.2022;2022-05-10 17:30:00.000;527,5;Точка продаж 29
10.05.2022;2022-05-10 18:30:00.000;120;Точка продаж 29
10.05.2022;2022-05-10 00:00:00.000;3 454;Точка продаж 3
10.05.2022;2022-05-10 00:30:00.000;2 326;Точка продаж 3
10.05.2022;2022-05-10 01:00:00.000;1 644,5;Точка продаж 3
10.05.2022;2022-05-10 01:30:00.000;1 037,5;Точка продаж 3
10.05.2022;2022-05-10 02:00:00.000;862,5;Точка продаж 3
10.05.2022;2022-05-10 03:00:00.000;204;Точка продаж 3
10.05.2022;2022-05-10 03:30:00.000;239;Точка продаж 3
10.05.2022;2022-05-10 04:00:00.000;1 375;Точка продаж 3
10.05.2022;2022-05-10 04:30:00.000;4 611,5;Точка продаж 3
10.05.2022;2022-05-10 05:00:00.000;3 536;Точка продаж 3
10.05.2022;2022-05-10 05:30:00.000;6 260,5;Точка продаж 3
10.05.2022;2022-05-10 06:00:00.000;2 240,5;Точка продаж 3
10.05.2022;2022-05-10 06:30:00.000;3 166,5;Точка продаж 3
10.05.2022;2022-05-10 07:00:00.000;4 337;Точка продаж 3
10.05.2022;2022-05-10 07:30:00.000;4 876,5;Точка продаж 3
10.05.2022;2022-05-10 08:00:00.000;4 725;Точка продаж 3
10.05.2022;2022-05-10 08:30:00.000;4 600,5;Точка продаж 3
10.05.2022;2022-05-10 09:00:00.000;3 441,5;Точка продаж 3
10.05.2022;2022-05-10 09:30:00.000;5 032;Точка продаж 3
10.05.2022;2022-05-10 10:00:00.000;2 318,5;Точка продаж 3
10.05.2022;2022-05-10 10:30:00.000;1 921,5;Точка продаж 3
10.05.2022;2022-05-10 11:00:00.000;6 376,5;Точка продаж 3
10.05.2022;2022-05-10 11:30:00.000;4 440,5;Точка продаж 3
10.05.2022;2022-05-10 12:00:00.000;5 459,5;Точка продаж 3
10.05.2022;2022-05-10 12:30:00.000;6 958;Точка продаж 3
10.05.2022;2022-05-10 13:00:00.000;7 967,5;Точка продаж 3
10.05.2022;2022-05-10 13:30:00.000;3 695;Точка продаж 3
10.05.2022;2022-05-10 14:00:00.000;7 362,5;Точка продаж 3
10.05.2022;2022-05-10 14:30:00.000;6 949;Точка продаж 3
10.05.2022;2022-05-10 15:00:00.000;4 595,5;Точка продаж 3
10.05.2022;2022-05-10 15:30:00.000;8 017;Точка продаж 3
10.05.2022;2022-05-10 16:00:00.000;6 815,5;Точка продаж 3
10.05.2022;2022-05-10 16:30:00.000;4 336,5;Точка продаж 3
10.05.2022;2022-05-10 17:00:00.000;8 850;Точка продаж 3
10.05.2022;2022-05-10 17:30:00.000;3 227;Точка продаж 3
10.05.2022;2022-05-10 18:00:00.000;7 301;Точка продаж 3
10.05.2022;2022-05-10 18:30:00.000;6 860,5;Точка продаж 3
10.05.2022;2022-05-10 19:00:00.000;5 468;Точка продаж 3
10.05.2022;2022-05-10 19:30:00.000;2 250,5;Точка продаж 3
10.05.2022;2022-05-10 20:00:00.000;3 824,5;Точка продаж 3
10.05.2022;2022-05-10 20:30:00.000;2 784;Точка продаж 3
10.05.2022;2022-05-10 21:00:00.000;4 413;Точка продаж 3
10.05.2022;2022-05-10 21:30:00.000;4 696,5;Точка продаж 3
10.05.2022;2022-05-10 22:00:00.000;2 837,5;Точка продаж 3
10.05.2022;2022-05-10 22:30:00.000;3 753,5;Точка продаж 3
10.05.2022;2022-05-10 23:00:00.000;3 566;Точка продаж 3
10.05.2022;2022-05-10 23:30:00.000;2 454,5;Точка продаж 3
10.05.2022;2022-05-10 00:00:00.000;1 010,5;Точка продаж 4
10.05.2022;2022-05-10 00:30:00.000;2 318,5;Точка продаж 4
10.05.2022;2022-05-10 01:00:00.000;124,5;Точка продаж 4
10.05.2022;2022-05-10 01:30:00.000;278,5;Точка продаж 4
10.05.2022;2022-05-10 02:00:00.000;1 803;Точка продаж 4
10.05.2022;2022-05-10 02:30:00.000;1 071;Точка продаж 4
10.05.2022;2022-05-10 03:00:00.000;727,5;Точка продаж 4
10.05.2022;2022-05-10 03:30:00.000;363,5;Точка продаж 4
10.05.2022;2022-05-10 04:00:00.000;144,5;Точка продаж 4
10.05.2022;2022-05-10 04:30:00.000;269;Точка продаж 4
10.05.2022;2022-05-10 05:00:00.000;398,5;Точка продаж 4
10.05.2022;2022-05-10 05:30:00.000;2 331;Точка продаж 4
10.05.2022;2022-05-10 06:00:00.000;1 847;Точка продаж 4
10.05.2022;2022-05-10 06:30:00.000;209,5;Точка продаж 4
10.05.2022;2022-05-10 07:00:00.000;1 084;Точка продаж 4
10.05.2022;2022-05-10 07:30:00.000;2 145,5;Точка продаж 4
10.05.2022;2022-05-10 08:00:00.000;443;Точка продаж 4
10.05.2022;2022-05-10 08:30:00.000;950;Точка продаж 4
10.05.2022;2022-05-10 09:00:00.000;219;Точка продаж 4
10.05.2022;2022-05-10 09:30:00.000;1 145;Точка продаж 4
10.05.2022;2022-05-10 10:00:00.000;846,5;Точка продаж 4
10.05.2022;2022-05-10 10:30:00.000;1 329;Точка продаж 4
10.05.2022;2022-05-10 11:00:00.000;1 374;Точка продаж 4
10.05.2022;2022-05-10 11:30:00.000;4 440;Точка продаж 4
10.05.2022;2022-05-10 12:00:00.000;1 797;Точка продаж 4
10.05.2022;2022-05-10 12:30:00.000;1 771;Точка продаж 4
10.05.2022;2022-05-10 13:00:00.000;2 205,5;Точка продаж 4
10.05.2022;2022-05-10 13:30:00.000;782;Точка продаж 4
10.05.2022;2022-05-10 14:00:00.000;3 105,5;Точка продаж 4
10.05.2022;2022-05-10 14:30:00.000;3 540;Точка продаж 4
10.05.2022;2022-05-10 15:00:00.000;2 412;Точка продаж 4
10.05.2022;2022-05-10 15:30:00.000;2 269,5;Точка продаж 4
10.05.2022;2022-05-10 16:00:00.000;2 052,5;Точка продаж 4
10.05.2022;2022-05-10 16:30:00.000;2 718,5;Точка продаж 4
10.05.2022;2022-05-10 17:00:00.000;3 261;Точка продаж 4
10.05.2022;2022-05-10 17:30:00.000;622;Точка продаж 4
10.05.2022;2022-05-10 18:00:00.000;3 170,5;Точка продаж 4
10.05.2022;2022-05-10 18:30:00.000;3 236,5;Точка продаж 4
10.05.2022;2022-05-10 19:00:00.000;3 599,5;Точка продаж 4
10.05.2022;2022-05-10 19:30:00.000;1 453;Точка продаж 4
10.05.2022;2022-05-10 20:00:00.000;1 009,5;Точка продаж 4
10.05.2022;2022-05-10 20:30:00.000;696,5;Точка продаж 4
10.05.2022;2022-05-10 21:00:00.000;2 657;Точка продаж 4
10.05.2022;2022-05-10 21:30:00.000;174,5;Точка продаж 4
10.05.2022;2022-05-10 22:00:00.000;1 015;Точка продаж 4
10.05.2022;2022-05-10 22:30:00.000;1 083,5;Точка продаж 4
10.05.2022;2022-05-10 23:00:00.000;2 550;Точка продаж 4
10.05.2022;2022-05-10 23:30:00.000;234;Точка продаж 4
10.05.2022;2022-05-10 00:00:00.000;84;Точка продаж 5
10.05.2022;2022-05-10 00:30:00.000;1 267,5;Точка продаж 5
10.05.2022;2022-05-10 01:00:00.000;2 708;Точка продаж 5
10.05.2022;2022-05-10 01:30:00.000;249;Точка продаж 5
10.05.2022;2022-05-10 02:00:00.000;1 267,5;Точка продаж 5
10.05.2022;2022-05-10 02:30:00.000;1 240,5;Точка продаж 5
10.05.2022;2022-05-10 03:00:00.000;493;Точка продаж 5
10.05.2022;2022-05-10 03:30:00.000;1 892;Точка продаж 5
10.05.2022;2022-05-10 04:00:00.000;562;Точка продаж 5
